claim_id,traveller_name,traveller_type,purpose_of_travel,date,departure,destination,mp_office
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/16,Fredericton,Keswick Ridge,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/17,Keswick Ridge,Rusagonis,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/17,Rusagonis,Keswick Ridge,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/18,Keswick Ridge,Fredericton,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/18,Fredericton,Nashwaak Village,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/18,Nashwaak Village,Juniper,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/11,Stanley,Fredericton,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/18,Juniper,Beechwood,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/18,Beechwood,Florenceville-Bristol,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/18,Florenceville-Bristol,Northampton,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/18,Northampton,Fredericton,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/18,Fredericton,Keswick Ridge,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/19,Keswick Ridge,Bath,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/19,Bath,Coldstream,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/19,Coldstream,Fredericton,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/19,Fredericton,Keswick Ridge,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/11,Fredericton,Keswick Ridge,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/14,Keswick Ridge,Florenceville-Bristol,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/14,Florenceville-Bristol,Lakeville,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/14,Lakeville,Woodstock,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/14,Woodstock,Keswick Ridge,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/15,Keswick Ridge,Fredericton,"Bragdon, Richard"
T0247526,"Bragdon, Richard",Member,To attend a constituency or community event,2023/03/15,Fredericton,Penniac,"Bragdon, Richard"
T0247861,"Bragdon, Richard",Member,To travel to/from constituency and Ottawa,2023/03/19,Keswick Ridge,Ottawa,"Bragdon, Richard"
T0247861,"Bragdon, Richard",Member,To travel to/from constituency and Ottawa,2023/03/24,Ottawa,Keswick Ridge,"Bragdon, Richard"
T0248558,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/25,Keswick Ridge,Fredericton,"Bragdon, Richard"
T0248558,"Bragdon, Richard",Member,To attend meetings about constituency issues,2023/03/25,Fredericton,Keswick Ridge,"Bragdon, Richard"
T0248776,"Bragdon, Richard",Member,To travel to/from constituency and Ottawa,2023/03/27,Keswick Ridge,Ottawa,"Bragdon, Richard"
T0248776,"Bragdon, Richard",Member,To travel to/from constituency and Ottawa,2023/03/31,Ottawa,Keswick Ridge,"Bragdon, Richard"
T0242653,"Brassard, John",Member,Secondary Residence,2022/09/30,Ottawa,Ottawa,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/01,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/21,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/28,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/28,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/29,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/29,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/30,Barrie,Innisfil,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/30,Innisfil,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/01,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/02,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/02,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/07,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/07,Barrie,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/15,Barrie,Innisfil,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/15,Innisfil,Barrie,"Brassard, John"
T0243177,"Brassard, John",Member,To attend a constituency or community event,2022/10/21,Barrie,Barrie,"Brassard, John"
T0243087,"Brassard, John",Member,Secondary Residence,2022/10/31,Ottawa,Ottawa,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/04,Barrie,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/11,Innisfil,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/12,Barrie,Innisfil,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/12,Innisfil,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/13,Barrie,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/13,Barrie,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/19,Barrie,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/19,Barrie,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/26,Barrie,Innisfil,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/26,Innisfil,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/27,Barrie,Innisfil,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/04,Barrie,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/27,Innisfil,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/05,Barrie,Innisfil,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/05,Innisfil,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/06,Barrie,Innisfil,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/06,Innisfil,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/07,Barrie,Innisfil,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/07,Innisfil,Barrie,"Brassard, John"
T0243287,"Brassard, John",Member,To attend a constituency or community event,2022/11/11,Barrie,Innisfil,"Brassard, John"
T0245912,"Brassard, John",Member,Secondary Residence,2022/11/30,Ottawa,Ottawa,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/03,Barrie,Innisfil,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/18,Barrie,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/19,Barrie,Innisfil,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/19,Innisfil,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/20,Barrie,Innisfil,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/20,Innisfil,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/22,Barrie,Innisfil,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/22,Innisfil,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/24,Barrie,Innisfil,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/24,Innisfil,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/03,Innisfil,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/08,Barrie,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/08,Barrie,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/09,Barrie,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/09,Barrie,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/17,Barrie,Innisfil,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/17,Innisfil,Barrie,"Brassard, John"
T0243289,"Brassard, John",Member,To attend a constituency or community event,2022/12/18,Barrie,Barrie,"Brassard, John"
T0242527,,Dependant,To unite the family with the Member,2022/12/12,Barrie,Ottawa,"Brassard, John"
T0242656,,Designated Traveller,To unite the family with the Member,2022/12/12,Barrie,Ottawa,"Brassard, John"
T0242656,,Designated Traveller,To unite the family with the Member,2022/12/14,Ottawa,Barrie,"Brassard, John"
T0242527,,Dependant,To unite the family with the Member,2022/12/14,Ottawa,Barrie,"Brassard, John"
T0246599,"Brassard, John",Member,Secondary Residence,2022/12/31,Ottawa,Ottawa,"Brassard, John"
T0244759,"Brassard, John",Member,To attend a constituency or community event,2023/01/17,Barrie,Innisfil,"Brassard, John"
T0244759,"Brassard, John",Member,To attend a constituency or community event,2023/01/17,Innisfil,Barrie,"Brassard, John"
T0244759,"Brassard, John",Member,To attend a constituency or community event,2023/01/24,Barrie,Barrie,"Brassard, John"
T0244759,"Brassard, John",Member,To attend a constituency or community event,2023/01/24,Barrie,Barrie,"Brassard, John"
T0243860,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/01/18,Barrie,Ottawa,"Brassard, John"
T0243860,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/01/20,Ottawa,Barrie,"Brassard, John"
T0244763,,Designated Traveller,To unite the family with the Member,2023/01/26,Barrie,Ottawa,"Brassard, John"
T0244763,,Designated Traveller,To unite the family with the Member,2023/01/28,Ottawa,Barrie,"Brassard, John"
T0244742,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/01/26,Barrie,Ottawa,"Brassard, John"
T0244742,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/02/03,Ottawa,Barrie,"Brassard, John"
200643152,"Brassard, John",Member,Secondary Residence,2023/02/01,Ottawa,Ottawa,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/04,Barrie,Innisfil,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/24,Barrie,Barrie,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/25,Barrie,Innisfil,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/25,Innisfil,Barrie,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/04,Innisfil,Barrie,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/18,Barrie,Barrie,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/18,Barrie,Barrie,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/21,Barrie,Innisfil,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/21,Innisfil,Barrie,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/23,Barrie,Barrie,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/23,Barrie,Barrie,"Brassard, John"
T0246364,"Brassard, John",Member,To attend a constituency or community event,2023/02/24,Barrie,Barrie,"Brassard, John"
T0245313,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/02/05,Barrie,Ottawa,"Brassard, John"
T0245313,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/02/10,Ottawa,Barrie,"Brassard, John"
T0245767,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/02/13,Barrie,Ottawa,"Brassard, John"
T0245767,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/02/17,Ottawa,Barrie,"Brassard, John"
200652944,"Brassard, John",Member,Secondary Residence,2023/03/01,Ottawa,Ottawa,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/01,Barrie,Innisfil,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/25,Barrie,Barrie,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/01,Innisfil,Barrie,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/02,Barrie,Barrie,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/02,Barrie,Barrie,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/14,Barrie,Innisfil,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/14,Innisfil,Barrie,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/18,Barrie,Barrie,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/18,Barrie,Barrie,"Brassard, John"
T0247154,"Brassard, John",Member,To attend a constituency or community event,2023/03/25,Barrie,Barrie,"Brassard, John"
T0247191,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/03/05,Barrie,Ottawa,"Brassard, John"
T0247191,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/03/10,Ottawa,Barrie,"Brassard, John"
T0247375,,Designated Traveller,To unite the family with the Member,2023/03/08,Barrie,Ottawa,"Brassard, John"
T0247375,,Designated Traveller,To unite the family with the Member,2023/03/10,Ottawa,Barrie,"Brassard, John"
T0248085,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/03/19,Barrie,Ottawa,"Brassard, John"
T0248085,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/03/24,Ottawa,Barrie,"Brassard, John"
T0248893,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/03/26,Barrie,Ottawa,"Brassard, John"
T0248893,"Brassard, John",Member,To travel to/from constituency and Ottawa,2023/03/31,Ottawa,Barrie,"Brassard, John"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/13,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/13,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/13,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/13,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/13,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/13,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/13,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/13,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/13,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/17,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/17,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/17,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/17,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/17,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/29,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/29,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/29,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/01/29,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2023/02/24,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2023/02/24,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2023/02/24,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2023/03/16,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2023/03/16,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2023/03/16,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2023/03/16,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/03/24,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/03/24,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/03/24,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,To conduct constituency office business,2023/03/24,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0247732,"Picard, Line",Employee,Attending event with Member,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0245122,"Picard, Line",Employee,To travel to/from constituency and Ottawa,2022/12/12,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0245122,"Picard, Line",Employee,To travel to/from constituency and Ottawa,2022/12/14,Ottawa,Sherbrooke,"Brière, Élisabeth"
T0242386,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2022/12/12,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0242386,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2022/12/15,Ottawa,Sherbrooke,"Brière, Élisabeth"
T0243919,"Sundue, Gabriel",Employee,To travel to/from constituency and Ottawa,2022/12/14,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0243919,"Sundue, Gabriel",Employee,To travel to/from constituency and Ottawa,2022/12/15,Ottawa,Sherbrooke,"Brière, Élisabeth"
T0243065,"Sundue, Gabriel",Employee,Attending event with Member,2022/12/16,Sherbrooke,Drummondville,"Brière, Élisabeth"
T0243065,"Sundue, Gabriel",Employee,Attending event with Member,2022/12/16,Drummondville,Sherbrooke,"Brière, Élisabeth"
T0243065,"Sundue, Gabriel",Employee,To conduct constituency office business,2022/12/19,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0243065,"Sundue, Gabriel",Employee,To conduct constituency office business,2022/12/19,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0243065,"Sundue, Gabriel",Employee,To conduct constituency office business,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0243065,"Sundue, Gabriel",Employee,To conduct constituency office business,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0243065,"Sundue, Gabriel",Employee,To conduct constituency office business,2022/12/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/01/23,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/01/25,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/01/25,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/01/25,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/01/25,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To attend a conference,2023/01/31,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To attend a conference,2023/01/31,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/11,Racine,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/11,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/11,Sherbrooke,Racine,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/02/22,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/02/22,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/25,Racine,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/25,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/25,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/25,Sherbrooke,Racine,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/02/27,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/02/27,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/08,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/08,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/08,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/08,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/09,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/09,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Racine,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Racine,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/02/22,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/02/22,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/25,Racine,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/25,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/25,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/02/25,Sherbrooke,Racine,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/02/27,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/02/27,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/08,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/08,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
